timestamp,open,high,low,close,volume
2026-06-22 05:00:00+00:00,1.14559,1.14633,1.14414,1.14508,19608790000
2026-06-22 09:00:00+00:00,1.14509,1.14634,1.14474,1.14547,19193600000
2026-06-22 13:00:00+00:00,1.14546,1.1455,1.14254,1.14309,36394540000
2026-06-22 17:00:00+00:00,1.14308,1.14333,1.14189,1.1427,8791600000
2026-06-22 21:00:00+00:00,1.14263,1.1429,1.14223,1.14269,5202330000
2026-06-23 01:00:00+00:00,1.1427,1.14319,1.14186,1.14208,9397450000
2026-06-23 05:00:00+00:00,1.14208,1.1439,1.14046,1.14082,22802530000
2026-06-23 09:00:00+00:00,1.14082,1.14126,1.13826,1.13889,19251980000
2026-06-23 13:00:00+00:00,1.13889,1.14,1.13755,1.13794,27556350000
2026-06-23 17:00:00+00:00,1.13794,1.13827,1.1376,1.13812,9635080000
2026-06-23 21:00:00+00:00,1.13812,1.13836,1.13731,1.13761,7109630000
2026-06-24 01:00:00+00:00,1.13762,1.13768,1.13611,1.13628,10328050000
2026-06-24 05:00:00+00:00,1.1363,1.13749,1.13378,1.13527,16896270000
2026-06-24 09:00:00+00:00,1.13525,1.13537,1.1325,1.1329,22367960000
2026-06-24 13:00:00+00:00,1.13289,1.13679,1.13245,1.13594,36052180000
2026-06-24 17:00:00+00:00,1.13595,1.13612,1.13488,1.13558,13919920000
2026-06-24 21:00:00+00:00,1.13551,1.13602,1.13474,1.13532,6477400000
2026-06-25 01:00:00+00:00,1.13533,1.1371,1.13532,1.13669,11337170000
2026-06-25 05:00:00+00:00,1.13668,1.13724,1.13447,1.13674,17621630000
2026-06-25 09:00:00+00:00,1.13676,1.1374,1.13333,1.13534,21132840000
2026-06-25 13:00:00+00:00,1.13536,1.13879,1.1349,1.13741,38875970000
2026-06-25 17:00:00+00:00,1.1374,1.13804,1.13684,1.13693,10823660000
2026-06-25 21:00:00+00:00,1.13689,1.13732,1.13601,1.13648,6109130000
2026-06-26 01:00:00+00:00,1.13646,1.13771,1.1354,1.13768,11143250000
2026-06-26 05:00:00+00:00,1.13771,1.14074,1.13713,1.14012,18464110000
2026-06-26 09:00:00+00:00,1.14013,1.14338,1.13936,1.1427,18968620000
2026-06-26 13:00:00+00:00,1.14271,1.14299,1.13829,1.13898,38318990000
2026-06-26 17:00:00+00:00,1.13899,1.1393,1.13808,1.13827,15489440000
2026-06-28 21:00:00+00:00,1.13809,1.13891,1.13798,1.13876,11160150000
2026-06-29 01:00:00+00:00,1.13877,1.13933,1.13808,1.13824,14431950000
2026-06-29 05:00:00+00:00,1.13825,1.14149,1.13825,1.13958,24115360000
2026-06-29 09:00:00+00:00,1.1396,1.14115,1.13943,1.14025,22587480000
2026-06-29 13:00:00+00:00,1.14027,1.14306,1.14005,1.14259,35027200000
2026-06-29 17:00:00+00:00,1.1426,1.14291,1.1421,1.14213,12297210000
2026-06-29 21:00:00+00:00,1.14211,1.14257,1.14123,1.14161,10745310000
2026-06-30 01:00:00+00:00,1.14163,1.14171,1.13888,1.1389,18480520000
2026-06-30 05:00:00+00:00,1.13891,1.14094,1.13825,1.13936,25428510000
2026-06-30 09:00:00+00:00,1.13935,1.14028,1.13863,1.13959,23711620000
2026-06-30 13:00:00+00:00,1.13959,1.14366,1.13908,1.14141,35482780000
2026-06-30 17:00:00+00:00,1.14141,1.14273,1.14141,1.14213,13458550000
2026-06-30 21:00:00+00:00,1.14205,1.14227,1.14084,1.14093,10327280000
2026-07-01 01:00:00+00:00,1.14093,1.14107,1.14016,1.14084,16789040000
2026-07-01 05:00:00+00:00,1.14085,1.14104,1.1393,1.13961,19546570000
2026-07-01 09:00:00+00:00,1.13963,1.14003,1.13689,1.1371,20325390000
2026-07-01 13:00:00+00:00,1.13711,1.14118,1.13617,1.13823,47182690000
2026-07-01 17:00:00+00:00,1.13822,1.13858,1.13739,1.13767,14875250000
2026-07-01 21:00:00+00:00,1.13768,1.13832,1.13749,1.13765,7344820000
2026-07-02 01:00:00+00:00,1.13763,1.13883,1.13761,1.13867,15345870000
2026-07-02 05:00:00+00:00,1.13866,1.1421,1.13815,1.142,29060460000
2026-07-02 09:00:00+00:00,1.14198,1.14727,1.13953,1.14512,38389740000
2026-07-02 13:00:00+00:00,1.14512,1.14582,1.14336,1.14378,48057220000
2026-07-02 17:00:00+00:00,1.14377,1.14377,1.14261,1.14308,17635520000
2026-07-02 21:00:00+00:00,1.14309,1.14353,1.14204,1.14305,13313249500
2026-07-03 01:00:00+00:00,1.14307,1.14461,1.143,1.14459,22478780000
2026-07-03 05:00:00+00:00,1.14459,1.14623,1.14454,1.14526,21111050000
2026-07-03 09:00:00+00:00,1.14526,1.14572,1.14402,1.14468,13666680000
2026-07-03 13:00:00+00:00,1.14468,1.1448,1.14348,1.14376,12954320000
2026-07-03 17:00:00+00:00,1.14378,1.14419,1.14329,1.14337,37022100000
2026-07-05 21:00:00+00:00,1.14378,1.1441,1.1432,1.1438,12636130000
2026-07-06 01:00:00+00:00,1.14382,1.14386,1.14274,1.14329,15347660000
2026-07-06 05:00:00+00:00,1.14328,1.14332,1.14152,1.14204,18815200000
2026-07-06 09:00:00+00:00,1.14203,1.14213,1.14096,1.14129,11888850000
